"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"Š_053","0.04","0.00","0.44","0.49","0.06","0.00","0.62","0.03","0.06","0.03","0.17","0.19","0.06","0.18","0.38","0.05"
"Š_054","0.07","0.25","0.61","0.00","0.08","0.50","0.02","0.00","0.07","0.31","0.44","0.00","0.08","0.42","0.51","0.02"
"Š_055","0.02","0.00","0.55","0.07","0.06","0.46","0.29","0.00","0.05","0.10","0.28","0.39","0.07","0.35","0.42","0.21"
"Š_056","0.05","0.17","0.26","0.00","0.06","0.31","0.15","0.00","0.07","0.16","0.32","0.31","0.07","0.26","0.46","0.12"
"Š_057","0.00","0.00","0.30","0.04","0.00","0.08","0.13","0.00","0.00","0.12","0.24","0.31","0.00","0.12","0.24","0.22"
"Š_058","0.05","0.26","0.28","0.00","0.04","0.65","0.04","0.00","0.06","0.10","0.54","0.00","0.18","0.42","0.76","0.04"
"Š_059","0.00","0.21","0.44","0.00","0.02","0.45","0.13","0.00","0.02","0.15","0.39","0.23","0.02","0.40","0.42","0.04"
"Š_060","0.00","0.30","0.52","0.10","0.00","0.46","0.02","0.02","0.00","0.16","0.46","0.13","0.01","0.33","0.38","0.02"
"Š_061","0.01","0.35","0.51","0.00","0.01","0.57","0.06","0.00","0.00","0.47","0.45","0.04","0.00","0.34","0.42","0.14"
"Š_062","0.04","0.26","0.53","0.06","0.04","0.46","0.14","0.01","0.02","0.11","0.49","0.32","0.03","0.13","0.41","0.07"
"Š_063","0.00","0.34","0.45","0.00","0.00","0.63","0.22","0.00","0.00","0.19","0.69","0.00","0.00","0.46","0.35","0.00"
"Š_064","0.01","0.10","0.37","0.01","0.01","0.45","0.66","0.00","0.01","0.40","0.52","0.18","0.00","0.07","0.35","0.00"
"Š_065","0.00","0.17","0.55","0.03","0.00","0.36","0.17","0.00","0.00","0.41","0.55","0.05","0.00","0.31","0.54","0.00"
"Š_066","0.02","0.07","0.38","0.05","0.03","0.33","0.17","0.02","0.01","0.21","0.53","0.03","0.02","0.26","0.59","0.01"
"Š_067","0.00","0.43","0.53","0.00","0.00","0.35","0.20","0.00","0.00","0.44","0.28","0.00","0.08","0.34","0.65","0.00"
"Š_068","0.00","0.38","0.39","0.00","0.00","0.26","0.29","0.05","0.00","0.32","0.32","0.00","0.04","0.45","0.45","0.00"
"Š_069","0.00","0.21","0.47","0.13","0.00","0.15","0.32","0.00","0.00","0.07","0.48","0.14","0.00","0.29","0.54","0.07"
"Š_070","0.00","0.10","0.53","0.01","0.00","0.11","0.30","0.24","0.00","0.46","0.39","0.01","0.00","0.31","0.57","0.04"
"Š_071","0.00","0.31","0.52","0.00","0.00","0.18","0.41","0.17","0.00","0.25","0.19","0.00","0.05","0.27","0.62","0.00"
"Š_072","0.00","0.32","0.32","0.00","0.00","0.55","0.17","0.00","0.00","0.26","0.40","0.18","0.02","0.41","0.44","0.12"
"Š_073","0.00","0.33","0.62","0.03","0.00","0.55","0.01","0.00","0.00","0.41","0.50","0.00","0.12","0.27","0.54","0.01"
"Š_074","0.00","0.45","0.46","0.11","0.00","0.30","0.23","0.00","0.00","0.11","0.40","0.42","0.00","0.29","0.31","0.61"
"Š_075","0.07","0.40","0.58","0.00","0.00","0.39","0.08","0.00","0.02","0.52","0.33","0.00","0.03","0.11","0.55","0.00"
"Š_076","0.09","0.14","0.45","0.00","0.10","0.41","0.15","0.00","0.09","0.32","0.55","0.27","0.12","0.31","0.26","0.27"
"Š_077","0.17","0.59","0.19","0.00","0.33","0.25","0.03","0.00","0.08","0.15","0.62","0.07","0.10","0.30","0.19","0.00"
"Š_078","0.05","0.25","0.53","0.02","0.06","0.36","0.22","0.00","0.07","0.43","0.41","0.05","0.07","0.43","0.41","0.09"
"Š_079","0.07","0.36","0.50","0.04","0.06","0.50","0.08","0.00","0.07","0.24","0.42","0.23","0.24","0.50","0.35","0.08"
"Š_080","0.04","0.20","0.61","0.03","0.04","0.51","0.11","0.02","0.03","0.04","0.30","0.25","0.02","0.41","0.46","0.12"
"Š_081","0.05","0.21","0.59","0.43","0.11","0.64","0.26","0.10","0.08","0.07","0.06","0.65","0.07","0.36","0.28","0.13"
"Š_082","0.00","0.22","0.59","0.02","0.07","0.45","0.00","0.01","0.03","0.29","0.31","0.41","0.02","0.46","0.41","0.28"
"Š_083","0.25","0.62","0.08","0.00","0.03","0.43","0.07","0.00","0.05","0.20","0.55","0.03","0.03","0.32","0.38","0.01"
"Š_084","0.01","0.04","0.31","0.41","0.02","0.01","0.61","0.12","0.03","0.09","0.30","0.29","0.02","0.00","0.42","0.50"
"Š_085","0.02","0.43","0.29","0.00","0.02","0.44","0.07","0.00","0.00","0.26","0.39","0.00","0.02","0.47","0.59","0.10"
"Š_086","0.02","0.33","0.43","0.00","0.00","0.48","0.25","0.00","0.00","0.38","0.39","0.01","0.00","0.30","0.37","0.17"
"Š_087","0.02","0.41","0.59","0.02","0.00","0.36","0.13","0.00","0.02","0.13","0.47","0.17","0.03","0.33","0.39","0.02"
"Š_088","0.00","0.31","0.50","0.00","0.00","0.34","0.22","0.00","0.00","0.13","0.45","0.18","0.01","0.28","0.47","0.04"
"Š_089","0.00","0.27","0.36","0.00","0.00","0.47","0.08","0.00","0.00","0.35","0.50","0.17","0.00","0.37","0.50","0.10"
"Š_090","0.00","0.23","0.64","0.00","0.00","0.49","0.18","0.00","0.00","0.20","0.46","0.20","0.00","0.23","0.45","0.11"
"Š_091","0.01","0.00","0.43","0.33","0.04","0.10","0.53","0.05","0.03","0.21","0.43","0.05","0.05","0.13","0.31","0.29"
"Š_092","0.00","0.17","0.05","0.00","0.00","0.44","0.28","0.00","0.00","0.45","0.25","0.00","0.11","0.34","0.27","0.00"
"Š_093","0.01","0.26","0.00","0.36","0.00","0.41","0.51","0.09","0.00","0.58","0.37","0.05","0.00","0.23","0.51","0.04"
"Š_094","0.00","0.45","0.58","0.00","0.00","0.52","0.00","0.00","0.00","0.31","0.48","0.03","0.18","0.32","0.55","0.03"
"Š_095","0.00","0.45","0.45","0.01","0.00","0.45","0.00","0.00","0.00","0.24","0.43","0.11","0.07","0.35","0.43","0.02"
"Š_096","0.00","0.47","0.50","0.11","0.00","0.58","0.12","0.05","0.06","0.52","0.37","0.01","0.00","0.15","0.45","0.04"
"Š_097","0.10","0.41","0.43","0.00","0.22","0.27","0.04","0.00","0.25","0.53","0.08","0.00","0.14","0.45","0.16","0.00"
"Š_098","0.00","0.43","0.49","0.10","0.00","0.51","0.20","0.19","0.00","0.48","0.44","0.15","0.00","0.26","0.38","0.26"
"Š_099","0.00","0.10","0.45","0.10","0.00","0.36","0.31","0.02","0.00","0.02","0.21","0.48","0.00","0.34","0.43","0.34"
"Š_100","0.00","0.54","0.52","0.20","0.00","0.60","0.08","0.00","0.00","0.50","0.23","0.01","0.17","0.24","0.51","0.20"
"Šš_001","0.08","0.00","0.00","0.05","0.09","0.18","0.42","0.07","0.06","0.14","0.25","0.00","0.10","0.09","0.31","0.31"
"Šš_002","0.05","0.18","0.36","0.09","0.10","0.00","0.06","0.01","0.08","0.13","0.36","0.01","0.08","0.04","0.56","0.16"
"Šš_003","0.04","0.14","0.13","0.05","0.05","0.15","0.32","0.00","0.05","0.53","0.23","0.00","0.04","0.17","0.58","0.02"
"Šš_004","0.08","0.02","0.14","0.09","0.05","0.00","0.12","0.38","0.06","0.00","0.44","0.12","0.08","0.08","0.29","0.39"
"Šš_005","0.03","0.24","0.33","0.00","0.04","0.12","0.33","0.00","0.01","0.41","0.29","0.01","0.01","0.36","0.46","0.02"
"Šš_006","0.05","0.31","0.32","0.00","0.05","0.25","0.05","0.00","0.05","0.34","0.38","0.00","0.07","0.36","0.35","0.00"
"Šš_007","0.00","0.17","0.44","0.00","0.00","0.04","0.25","0.01","0.00","0.16","0.41","0.06","0.02","0.05","0.39","0.05"
"Šš_008","0.02","0.00","0.22","0.23","0.03","0.00","0.02","0.14","0.02","0.00","0.55","0.25","0.00","0.02","0.17","0.53"
"Šš_009","0.02","0.18","0.29","0.00","0.03","0.21","0.18","0.00","0.02","0.30","0.44","0.00","0.02","0.13","0.35","0.00"
"Šš_010","0.00","0.21","0.40","0.15","0.01","0.00","0.09","0.00","0.00","0.05","0.45","0.03","0.00","0.20","0.36","0.01"
"Šš_011","0.00","0.38","0.34","0.00","0.00","0.25","0.10","0.00","0.00","0.48","0.30","0.00","0.00","0.26","0.45","0.00"
"Šš_012","0.07","0.26","0.26","0.00","0.04","0.31","0.14","0.00","0.01","0.54","0.25","0.00","0.03","0.26","0.28","0.00"
"Šš_013","0.00","0.35","0.20","0.00","0.00","0.07","0.35","0.00","0.00","0.29","0.31","0.00","0.00","0.21","0.41","0.00"
"Šš_014","0.00","0.07","0.25","0.00","0.00","0.17","0.35","0.00","0.00","0.47","0.12","0.00","0.00","0.26","0.54","0.00"
"Šš_015","0.00","0.20","0.35","0.02","0.00","0.05","0.25","0.00","0.00","0.58","0.08","0.00","0.00","0.21","0.67","0.02"
"Šš_016","0.02","0.26","0.34","0.02","0.03","0.23","0.05","0.00","0.02","0.35","0.32","0.00","0.01","0.26","0.47","0.00"
"Šš_017","0.00","0.00","0.15","0.00","0.00","0.00","0.40","0.06","0.00","0.23","0.31","0.03","0.00","0.18","0.49","0.13"
"Šš_018","0.00","0.27","0.32","0.00","0.00","0.07","0.19","0.02","0.00","0.48","0.06","0.00","0.00","0.23","0.61","0.00"
"Šš_019","0.00","0.25","0.32","0.00","0.00","0.12","0.00","0.00","0.00","0.46","0.00","0.00","0.01","0.23","0.62","0.00"
"Šš_020","0.00","0.00","0.01","0.01","0.00","0.19","0.37","0.06","0.00","0.22","0.35","0.01","0.00","0.05","0.55","0.00"
"Šš_021","0.00","0.00","0.17","0.15","0.00","0.00","0.33","0.20","0.00","0.00","0.50","0.08","0.00","0.00","0.35","0.48"
"Šš_022","0.00","0.03","0.12","0.16","0.00","0.00","0.45","0.31","0.00","0.00","0.49","0.05","0.00","0.04","0.45","0.29"
"Šš_023","0.00","0.14","0.14","0.14","0.00","0.18","0.50","0.00","0.00","0.41","0.03","0.00","0.00","0.38","0.62","0.00"
"Šš_024","0.00","0.02","0.17","0.17","0.00","0.01","0.45","0.21","0.00","0.27","0.33","0.00","0.00","0.15","0.56","0.05"
"Šš_025","0.00","0.25","0.01","0.01","0.00","0.06","0.42","0.08","0.00","0.53","0.17","0.00","0.08","0.45","0.15","0.00"
"Šš_026","0.11","0.15","0.29","0.02","0.11","0.08","0.26","0.00","0.12","0.20","0.35","0.00","0.14","0.07","0.48","0.09"
"Šš_027","0.05","0.15","0.09","0.05","0.07","0.00","0.15","0.03","0.06","0.38","0.14","0.00","0.07","0.23","0.50","0.00"
"Šš_028","0.06","0.00","0.37","0.12","0.05","0.00","0.24","0.11","0.06","0.00","0.48","0.00","0.07","0.00","0.38","0.02"
"Šš_029","0.07","0.12","0.36","0.03","0.09","0.01","0.24","0.00","0.08","0.25","0.41","0.03","0.07","0.09","0.32","0.01"
"Šš_030","0.00","0.24","0.31","0.00","0.01","0.17","0.00","0.00","0.00","0.24","0.39","0.00","0.00","0.10","0.39","0.00"
"Šš_031","0.04","0.12","0.31","0.32","0.05","0.05","0.16","0.03","0.03","0.16","0.42","0.00","0.06","0.10","0.37","0.00"
"Šš_032","0.01","0.08","0.28","0.00","0.00","0.13","0.15","0.00","0.02","0.38","0.32","0.00","0.02","0.11","0.42","0.00"
"Šš_033","0.01","0.16","0.30","0.03","0.00","0.03","0.36","0.01","0.00","0.08","0.45","0.01","0.00","0.07","0.46","0.04"
"Šš_034","0.02","0.21","0.40","0.03","0.02","0.10","0.18","0.00","0.02","0.26","0.32","0.00","0.00","0.21","0.43","0.00"
"Šš_035","0.02","0.15","0.46","0.17","0.01","0.08","0.19","0.00","0.05","0.11","0.46","0.02","0.01","0.02","0.45","0.00"
"Šš_036","0.00","0.28","0.37","0.02","0.00","0.10","0.13","0.00","0.00","0.31","0.31","0.00","0.00","0.17","0.51","0.01"
"Šš_037","0.01","0.17","0.23","0.10","0.00","0.08","0.38","0.00","0.00","0.46","0.02","0.00","0.00","0.07","0.59","0.17"
"Šš_038","0.00","0.00","0.26","0.12","0.00","0.00","0.29","0.00","0.00","0.26","0.13","0.00","0.00","0.34","0.63","0.00"
"Šš_039","0.00","0.21","0.17","0.23","0.00","0.06","0.35","0.00","0.00","0.59","0.18","0.00","0.00","0.10","0.64","0.08"
"Šš_040","0.00","0.14","0.16","0.05","0.00","0.09","0.36","0.00","0.00","0.21","0.33","0.00","0.00","0.08","0.51","0.00"
"Šš_041","0.01","0.00","0.21","0.37","0.00","0.00","0.17","0.17","0.01","0.00","0.37","0.03","0.02","0.00","0.36","0.49"
"Šš_042","0.00","0.17","0.18","0.13","0.00","0.22","0.32","0.00","0.00","0.50","0.05","0.00","0.00","0.14","0.68","0.08"
"Šš_043","0.00","0.03","0.59","0.17","0.00","0.00","0.25","0.11","0.00","0.04","0.52","0.00","0.00","0.12","0.41","0.00"
"Šš_044","0.00","0.11","0.01","0.05","0.00","0.12","0.36","0.03","0.00","0.09","0.13","0.00","0.00","0.13","0.55","0.00"
"Šš_045","0.00","0.25","0.29","0.00","0.00","0.21","0.09","0.00","0.00","0.37","0.08","0.00","0.00","0.45","0.07","0.18"
"Šš_046","0.00","0.33","0.42","0.02","0.00","0.31","0.00","0.00","0.00","0.47","0.17","0.00","0.00","0.31","0.32","0.08"
"Šš_047","0.00","0.29","0.22","0.00","0.00","0.19","0.15","0.00","0.00","0.33","0.20","0.00","0.00","0.26","0.34","0.00"
"Šš_048","0.00","0.40","0.19","0.16","0.00","0.09","0.27","0.00","0.00","0.20","0.35","0.00","0.00","0.34","0.25","0.00"
"Šš_049","0.00","0.18","0.31","0.03","0.00","0.09","0.00","0.00","0.07","0.45","0.00","0.00","0.31","0.42","0.00","0.00"
"Šš_050","0.01","0.03","0.00","0.00","0.49","0.25","0.00","0.00","0.19","0.31","0.00","0.00","0.27","0.25","0.00","0.00"
"Šš_051","0.09","0.06","0.53","0.04","0.10","0.10","0.58","0.00","0.12","0.05","0.50","0.00","0.10","0.19","0.22","0.02"
"Šš_052","0.07","0.12","0.17","0.00","0.07","0.22","0.34","0.00","0.07","0.45","0.16","0.00","0.07","0.17","0.45","0.03"
"Šš_053","0.05","0.00","0.26","0.35","0.05","0.00","0.30","0.15","0.05","0.00","0.53","0.00","0.08","0.04","0.49","0.11"
"Šš_054","0.06","0.21","0.36","0.09","0.07","0.00","0.21","0.14","0.06","0.00","0.33","0.04","0.11","0.02","0.59","0.11"
"Šš_055","0.02","0.28","0.39","0.00","0.00","0.10","0.25","0.00","0.00","0.23","0.40","0.00","0.01","0.05","0.13","0.02"
"Šš_056","0.05","0.31","0.36","0.02","0.06","0.17","0.32","0.00","0.06","0.45","0.03","0.00","0.06","0.39","0.45","0.01"
"Šš_057","0.12","0.55","0.00","0.00","0.38","0.20","0.00","0.00","0.07","0.52","0.02","0.00","0.08","0.20","0.02","0.03"
"Šš_058","0.03","0.27","0.09","0.00","0.02","0.35","0.04","0.00","0.02","0.24","0.24","0.00","0.04","0.28","0.30","0.01"
"Šš_059","0.00","0.37","0.15","0.00","0.00","0.47","0.06","0.00","0.00","0.24","0.04","0.00","0.02","0.36","0.16","0.00"
"Šš_060","0.03","0.22","0.42","0.02","0.02","0.09","0.02","0.00","0.02","0.68","0.28","0.00","0.16","0.60","0.24","0.02"
"Šš_061","0.00","0.15","0.31","0.10","0.00","0.01","0.24","0.00","0.00","0.36","0.10","0.00","0.02","0.19","0.69","0.02"
"Šš_062","0.00","0.08","0.31","0.14","0.00","0.00","0.17","0.00","0.00","0.12","0.19","0.00","0.01","0.15","0.60","0.16"
"Šš_063","0.00","0.00","0.09","0.27","0.00","0.00","0.17","0.06","0.00","0.00","0.22","0.09","0.00","0.01","0.28","0.45"
"Šš_064","0.00","0.31","0.25","0.00","0.00","0.11","0.12","0.00","0.00","0.36","0.02","0.00","0.01","0.37","0.40","0.00"
"Šš_065","0.00","0.23","0.37","0.00","0.00","0.00","0.15","0.00","0.00","0.18","0.25","0.00","0.00","0.14","0.55","0.00"
"Šš_066","0.01","0.16","0.32","0.00","0.01","0.25","0.09","0.00","0.00","0.38","0.17","0.00","0.00","0.30","0.37","0.00"
"Šš_067","0.00","0.00","0.20","0.16","0.00","0.10","0.41","0.00","0.00","0.58","0.35","0.00","0.00","0.31","0.45","0.00"
"Šš_068","0.00","0.02","0.48","0.04","0.00","0.12","0.22","0.00","0.00","0.34","0.19","0.00","0.00","0.25","0.31","0.00"
"Šš_069","0.00","0.06","0.35","0.00","0.00","0.09","0.08","0.00","0.00","0.25","0.31","0.11","0.00","0.22","0.50","0.00"
"Šš_070","0.00","0.02","0.27","0.00","0.00","0.22","0.31","0.00","0.06","0.57","0.29","0.00","0.00","0.26","0.29","0.00"
"Šš_071","0.00","0.08","0.18","0.00","0.00","0.13","0.30","0.00","0.00","0.25","0.30","0.07","0.00","0.26","0.42","0.00"
"Šš_072","0.00","0.15","0.33","0.17","0.00","0.09","0.47","0.00","0.00","0.49","0.00","0.00","0.04","0.48","0.46","0.00"
"Šš_073","0.18","0.25","0.04","0.00","0.02","0.17","0.05","0.00","0.00","0.48","0.05","0.00","0.07","0.45","0.19","0.00"
"Šš_074","0.00","0.04","0.28","0.00","0.00","0.30","0.08","0.00","0.00","0.47","0.07","0.00","0.00","0.36","0.28","0.01"
"Šš_075","0.00","0.29","0.03","0.00","0.00","0.37","0.09","0.00","0.00","0.31","0.22","0.00","0.00","0.47","0.12","0.00"
"Šš_076","0.10","0.17","0.21","0.00","0.14","0.15","0.30","0.00","0.11","0.07","0.39","0.00","0.11","0.04","0.09","0.00"
"Šš_077","0.17","0.31","0.07","0.00","0.07","0.10","0.00","0.00","0.06","0.33","0.25","0.00","0.07","0.23","0.17","0.01"
"Šš_078","0.07","0.18","0.22","0.00","0.05","0.08","0.22","0.00","0.05","0.25","0.32","0.00","0.06","0.07","0.39","0.02"
"Šš_079","0.07","0.19","0.00","0.00","0.07","0.17","0.11","0.00","0.06","0.25","0.31","0.00","0.07","0.19","0.17","0.00"
"Šš_080","0.00","0.21","0.15","0.00","0.00","0.35","0.00","0.00","0.00","0.39","0.30","0.00","0.00","0.12","0.40","0.01"
"Šš_081","0.03","0.30","0.25","0.00","0.04","0.30","0.15","0.00","0.05","0.20","0.26","0.00","0.04","0.11","0.12","0.00"
"Šš_082","0.03","0.10","0.18","0.00","0.01","0.03","0.16","0.00","0.03","0.10","0.46","0.00","0.03","0.13","0.32","0.00"
"Šš_083","0.00","0.27","0.22","0.00","0.00","0.15","0.13","0.00","0.02","0.09","0.55","0.04","0.01","0.14","0.36","0.00"
"Šš_084","0.00","0.20","0.03","0.00","0.05","0.28","0.00","0.00","0.00","0.49","0.16","0.00","0.02","0.15","0.00","0.00"
"Šš_085","0.03","0.16","0.18","0.00","0.01","0.19","0.16","0.00","0.03","0.08","0.51","0.00","0.01","0.06","0.04","0.00"
"Šš_086","0.00","0.29","0.20","0.00","0.00","0.24","0.06","0.00","0.00","0.11","0.48","0.00","0.00","0.17","0.15","0.00"
"Šš_087","0.00","0.29","0.26","0.00","0.00","0.10","0.26","0.00","0.00","0.10","0.49","0.09","0.00","0.23","0.26","0.01"
"Šš_088","0.03","0.15","0.19","0.00","0.03","0.39","0.00","0.00","0.00","0.45","0.00","0.00","0.21","0.32","0.00","0.00"
"Šš_089","0.00","0.39","0.18","0.00","0.00","0.30","0.11","0.00","0.00","0.20","0.37","0.00","0.00","0.20","0.27","0.00"
"Šš_090","0.00","0.16","0.37","0.00","0.00","0.23","0.01","0.00","0.00","0.36","0.12","0.00","0.00","0.39","0.27","0.00"
"Šš_091","0.11","0.43","0.01","0.00","0.07","0.32","0.00","0.00","0.20","0.33","0.01","0.00","0.05","0.41","0.14","0.00"
"Šš_092","0.00","0.14","0.28","0.00","0.00","0.42","0.15","0.00","0.00","0.32","0.26","0.00","0.00","0.25","0.42","0.00"
"Šš_093","0.00","0.17","0.44","0.02","0.00","0.27","0.16","0.00","0.00","0.44","0.13","0.00","0.00","0.27","0.29","0.00"
"Šš_094","0.00","0.30","0.07","0.00","0.00","0.30","0.09","0.00","0.00","0.51","0.11","0.00","0.03","0.36","0.16","0.00"
"Šš_095","0.02","0.28","0.40","0.02","0.00","0.19","0.19","0.00","0.01","0.36","0.33","0.00","0.01","0.12","0.24","0.00"
"Šš_096","0.00","0.29","0.28","0.00","0.00","0.33","0.18","0.00","0.00","0.36","0.27","0.00","0.00","0.24","0.38","0.00"
"Šš_097","0.00","0.27","0.32","0.11","0.00","0.00","0.24","0.00","0.00","0.15","0.33","0.00","0.00","0.19","0.57","0.00"
"Šš_098","0.00","0.03","0.00","0.00","0.00","0.42","0.06","0.00","0.00","0.35","0.31","0.00","0.00","0.33","0.05","0.00"
"Šš_099","0.00","0.22","0.40","0.00","0.00","0.35","0.46","0.00","0.00","0.37","0.46","0.00","0.00","0.20","0.05","0.00"
"Šš_100","0.00","0.15","0.25","0.28","0.00","0.46","0.14","0.00","0.30","0.13","0.00","0.00","0.12","0.59","0.02","0.00"
"T_001","0.44","0.53","0.29","0.01","0.14","0.35","0.00","0.00","0.10","0.46","0.00","0.00","0.12","0.27","0.01","0.02"
"T_002","0.04","0.35","0.51","0.23","0.05","0.19","0.34","0.00","0.07","0.15","0.33","0.00","0.07","0.05","0.12","0.00"
"T_003","0.04","0.29","0.51","0.26","0.05","0.06","0.34","0.09","0.05","0.00","0.51","0.00","0.03","0.00","0.32","0.00"
"T_004","0.07","0.27","0.35","0.12","0.09","0.32","0.14","0.00","0.10","0.25","0.25","0.00","0.12","0.13","0.11","0.00"
"T_005","0.00","0.20","0.36","0.29","0.00","0.09","0.42","0.00","0.00","0.00","0.60","0.00","0.00","0.03","0.30","0.00"
"T_006","0.02","0.25","0.52","0.44","0.04","0.04","0.39","0.00","0.05","0.00","0.49","0.00","0.04","0.00","0.22","0.00"
"T_007","0.21","0.57","0.54","0.30","0.18","0.27","0.27","0.00","0.04","0.14","0.26","0.00","0.02","0.18","0.27","0.00"
"T_008","0.07","0.43","0.44","0.30","0.02","0.00","0.35","0.00","0.05","0.00","0.39","0.00","0.04","0.02","0.42","0.00"
"T_009","0.00","0.32","0.53","0.45","0.00","0.02","0.43","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.51","0.00"
"T_010","0.07","0.31","0.55","0.46","0.01","0.02","0.39","0.00","0.04","0.00","0.47","0.00","0.02","0.00","0.34","0.00"
"T_011","0.02","0.14","0.41","0.47","0.00","0.06","0.00","0.42","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.23"
"T_012","0.07","0.00","0.12","0.18","0.00","0.01","0.35","0.45","0.00","0.00","0.00","0.38","0.00","0.00","0.00","0.21"
"T_013","0.18","0.43","0.44","0.34","0.01","0.00","0.38","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.51","0.00"
"T_014","0.07","0.22","0.21","0.17","0.14","0.27","0.35","0.12","0.00","0.17","0.27","0.00","0.00","0.09","0.34","0.00"
"T_015","0.00","0.15","0.25","0.29","0.13","0.20","0.52","0.07","0.00","0.00","0.46","0.00","0.00","0.00","0.42","0.00"
"T_016","0.00","0.20","0.40","0.38","0.19","0.20","0.29","0.00","0.00","0.00","0.39","0.00","0.00","0.00","0.36","0.00"
"T_017","0.00","0.15","0.10","0.21","0.24","0.30","0.63","0.15","0.00","0.00","0.41","0.00","0.00","0.00","0.30","0.00"
"T_018","0.00","0.00","0.00","0.00","0.21","0.41","0.51","0.38","0.00","0.00","0.27","0.16","0.00","0.00","0.35","0.08"
"T_019","0.00","0.00","0.07","0.12","0.00","0.30","0.45","0.39","0.00","0.00","0.33","0.12","0.00","0.00","0.36","0.03"
"T_020","0.08","0.10","0.17","0.20","0.02","0.18","0.15","0.35","0.00","0.00","0.13","0.30","0.01","0.00","0.31","0.10"
"T_021","0.02","0.14","0.15","0.26","0.14","0.32","0.39","0.00","0.00","0.09","0.27","0.00","0.00","0.06","0.36","0.00"
"T_022","0.00","0.00","0.00","0.02","0.18","0.58","0.47","0.32","0.00","0.26","0.14","0.00","0.00","0.25","0.23","0.00"
"T_023","0.00","0.05","0.15","0.11","0.00","0.26","0.51","0.13","0.00","0.00","0.41","0.00","0.00","0.00","0.23","0.00"
"T_024","0.02","0.37","0.52","0.28","0.10","0.02","0.43","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.02","0.00"
"T_025","0.02","0.21","0.25","0.27","0.03","0.27","0.35","0.06","0.00","0.20","0.21","0.00","0.00","0.07","0.23","0.00"
"T_026","0.07","0.00","0.00","0.01","0.21","0.42","0.50","0.17","0.10","0.19","0.21","0.00","0.12","0.27","0.10","0.00"
"T_027","0.06","0.00","0.02","0.13","0.07","0.23","0.49","0.31","0.06","0.00","0.36","0.00","0.05","0.00","0.19","0.01"
"T_028","0.07","0.28","0.43","0.36","0.05","0.01","0.42","0.00","0.05","0.00","0.49","0.00","0.02","0.02","0.36","0.00"
